Food Establishment Name,Food Establishment Street Address,Food Establishment City,Food Establishment Zip Code,Inspection Date,Inspection Type,Violation 1,Violation 1 Description,Violation 2,Violation 2 Description,Violation 3,Violation 3 Description,Violation 4,Violation 4 Description,Violation 5,Violation 5 Description,Violation 6,Violation 6 Description,Violation 7,Violation 7 Description,Violation 8,Violation 8 Description,Violation 9,Violation 9 Description,Violation 10,Violation 10 Description,Violation 11,Violation 11 Description,Violation 12,Violation 12 Desription,Violation 13,Violation 13 Description,Geocoded Location
IRISH EYES PUB & REST,213 ANGLERS RD,LEWES,19958,12/20/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"213 ANGLERS RD
LEWES, DE 19958
(38.778644, -75.139647)"
CAFÉ MILANO,800 S. MARKET ST,BLADES,19973,12/27/2016,Routine,"6-501_15 Clean Maint Tools, Prev Contam Pf",Violation - Corrected on Site,6-501_111 Controlling Pests Pf ( C),Violation - Corrected on Site,3-501_19 Time as a Public Health Control P Pf,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,"800 S. MARKET ST
BLADES, DE 19973
(38.630971, -75.609024)"
ROYAL FARMS 121,7250 MILFORD HARRINGTON HWY.,HARRINGTON,19952,12/12/2016,Routine,4-703_11 Methods-Hot Water and Chemical P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"7250 MILFORD HARRINGTON HWY.
HARRINGTON, DE 19952
(38.923924, -75.56711)"
"LEWES SENIOR CITIZENS CENTER, INC.",310 NASSAU PARK,LEWES,19958,12/06/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"310 NASSAU PARK
LEWES, DE 19958
(38.749177, -75.184912)"
CHAIYO,1030 FORREST AVE #116,DOVER,19904,12/19/2016,Followup,3-501_19 Time as a Public Health Control P Pf,Violation,2-301_14 When to Wash P,Violation - Corrected on Site,"3-302_13 Pasteurized Eggs, Certain Recipes P",Violation,,,,,,,,,,,,,,,,,,,,,"1030 FORREST AVE #116
DOVER, DE 19904
(39.1588, -75.544815)"
BETHEL UMC,129 WEST FOURTH ST.,LEWES,19958,12/06/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"129 WEST FOURTH ST.
LEWES, DE 19958
(38.772311, -75.142007)"
SHULTIES STORE,137 WILLOW TREE CIRCLE,WYOMING,19934,12/29/2016,Complaint,5-104_12 Alternative Water Supply Pf,Violation,,Violation,,,,,,,,,,,,,,,,,,,,,,,"137 WILLOW TREE CIRCLE
WYOMING, DE 19934
(39.070875, -75.628239)"
WALLACE,36125 ZION CHURCH RD,FRANKFORD,19944,12/13/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"36125 ZION CHURCH RD
FRANKFORD, DE 19944
(38.48113, -75.149471)"
DOVER DOWNS DOC MAGROGAN'S OYSTER HOUSE,1131 N. DUPONT HWY.,DOVER,19901,12/20/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"1131 N. DUPONT HWY.
DOVER, DE 19901
(39.186702, -75.536934)"
DORIS MKT,377 HALLTOWN RD,MARYDEL,19964,12/29/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"377 HALLTOWN RD
MARYDEL, DE 19964
(39.111743, -75.743254)"
TAYLOR'S TOFFEE,38286LONDON AVE UNIT 8,SELBYVILLE,19975,12/01/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"38286LONDON AVE UNIT 8
SELBYVILLE, DE 19975
(38.463083, -75.145121)"
GREAT WALL KITCHEN,435 S NEW ST,DOVER,19904,12/13/2016,Complaint,,,,,,,,,,,,,,,,,,,,,,,,,,,"435 S NEW ST
DOVER, DE 19904
(39.153995, -75.526902)"
FOOD LION #1528,2004 MIDWAY DR STE2,HARRINGTON,19952,12/12/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"2004 MIDWAY DR STE2
HARRINGTON, DE 19952
(38.92568, -75.565093)"
DELI ON THE ROAD,31709 SYCAMORE COURT,LEWES,19958,12/06/2016,Routine,4-502_11 Good Repair and Calibration Pf (b),Violation,"4-101_13 Lead in Ceramic, China, Crystal Utensils P",Violation,,,,,,,,,,,,,,,,,,,,,,,"31709 SYCAMORE COURT
LEWES, DE 19958
(38.744096, -75.197691)"
BYLER'S STORE,1 LIBERTY PLAZA,HARRINGTON,19904,12/14/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 LIBERTY PLAZA
HARRINGTON, DE 19904
(38.926121, -75.577454)"
STRIPER BITES BISTRO,"107 SAVANNAH RD, POB 451",LEWES,19958,12/20/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"107 SAVANNAH RD, POB 451
LEWES, DE 19958
(38.775124, -75.13832)"
ARENA'S CAFÉ,4113 HWY ONE,REHOBOTH BEACH,19971,12/28/2016,Routine,"3-302_13 Pasteurized Eggs, Certain Recipes P",Violation - Corrected on Site,"3-502_12 Reduced Oxygen Packaging, Criteria P Pf",Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,"4113 HWY ONE
REHOBOTH BEACH, DE 19971
(38.699356, -75.078271)"
Caruso's Pizza & Pasta,120 E Mkt St,GEORGETOWN,19947,12/12/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"120 E Mkt St
GEORGETOWN, DE 19947
(38.69471, -75.386193)"
HOMETOWN DINER,"611 N. DUPONT HWY., UNIT 3",MILFORD,19963,12/16/2016,Routine,4-703_11 Methods-Hot Water and Chemical P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"611 N. DUPONT HWY., UNIT 3
MILFORD, DE 19963
(38.920722, -75.433615)"
Friendship Baptist Church,500 W Fourth St.,LEWES,19958,12/19/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"500 W Fourth St.
LEWES, DE 19958
(38.776088, -75.146848)"
BETSY ROSS PIZZA,4 LIBERTY PLAZA,HARRINGTON,19952,12/14/2016,Routine,"3-302_13 Pasteurized Eggs, Certain Recipes P",Violation - Corrected on Site,3-501_19 Time as a Public Health Control P Pf,Violation - Corrected on Site,6-501_111 Controlling Pests Pf ( C),Violation,3-401_14 Non-Cont Cooking Raw Animal Foods P (a-e) Pf (f),Violation,,,,,,,,,,,,,,,,,,,"4 LIBERTY PLAZA
HARRINGTON, DE 19952
(38.926171, -75.577608)"
EDIBLE ARRANGEMENTS,140 GATEWAY SOUTH BLVD.,DOVER,19901,12/06/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"140 GATEWAY SOUTH BLVD.
DOVER, DE 19901
(39.122896, -75.499336)"
HOLIDAY INN EXPRESS HARRINGTON,17271 S. DUPONT HWY.,HARRINGTON,19952,12/12/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"17271 S. DUPONT HWY.
HARRINGTON, DE 19952
(38.922647, -75.566987)"
DEL TECH  COMM COLLEGE CULINARY ARTS KITCHEN,100 CAMPUS DRIVE,DOVER,19904,12/08/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"100 CAMPUS DRIVE
DOVER, DE 19904
(39.197517, -75.560817)"
CHEER COASTAL LEISURE CENTER,30637 CEDAR NECK RD,OCEAN VIEW,19970,12/28/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"30637 CEDAR NECK RD
OCEAN VIEW, DE 19970
(38.558879, -75.083134)"
SOUTHERN GRILL,23466 SUSSEX HWY,SEAFORD,19973,12/07/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"23466 SUSSEX HWY
SEAFORD, DE 19973
(38.653914, -75.594608)"
LA FLOIR TAQUERIA,851 NORMAN ESKRIDGE HWY,SEAFORD,19973,12/21/2016,Complaint,"7-201_11 Storage, Separation P",Violation,2-201_11 Responsibility of Person in Charge P,Violation,3-501_19 Time as a Public Health Control P Pf,Violation,,,,,,,,,,,,,,,,,,,,,"851 NORMAN ESKRIDGE HWY
SEAFORD, DE 19973
(38.650197, -75.60193)"
DOVER INTERFAITH MISSION FOR HOUSING,1155 WALKER ROAD,DOVER,19904,12/01/2016,Routine,2-201_11 Responsibility of Person in Charge P,Violation,"4-501_114 Chem_San_, Temp_/pH/Concentr_/Hard P",Violation,,,,,,,,,,,,,,,,,,,,,,,"1155 WALKER ROAD
DOVER, DE 19904
(39.16788, -75.553275)"
Hunan Royle Chinese Restaurant,38069 Town Center Dr Unit 5,MILLVILLE,19967,12/06/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"38069 Town Center Dr Unit 5
MILLVILLE, DE 19967
(38.545532, -75.108775)"
CRUST BAKE AND PIZZA CO,212 MAIN ST,MILLSBORO,19966,12/05/2016,Complaint,4-502_11 Good Repair and Calibration Pf (b),Violation - Corrected on Site,6-501_111 Controlling Pests Pf ( C),Violation - Corrected on Site,"3-304.15 Gloves, Use Limitation P",Violation - Corrected on Site,"4-501_114 Chem_San_, Temp_/pH/Concentr_/Hard P",Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,"212 MAIN ST
MILLSBORO, DE 19966
(38.59102, -75.291609)"
Bella's Cookies,18572 Coolspring Road,MILTON,19968,12/07/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"18572 Coolspring Road
MILTON, DE 19968
(38.72825, -75.24767)"
THE NEW GEORGIA HOUSE OF MILFORD,14 S. Walnut St.,Milford,19963,12/13/2016,Routine,3-501_19 Time as a Public Health Control P Pf,Violation,,,,,,,,,,,,,,,,,,,,,,,,,"14 S. Walnut St.
Milford, DE 19963
(38.912946, -75.428464)"
THE PENALTY BOX,239 N. STATE ST.,DOVER,19904,12/01/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"239 N. STATE ST.
DOVER, DE 19904
(39.164634, -75.526886)"
HOOKED UP ALE HOUSE & RAW BAR,38069 TOWN CTR DR,MILLVILLE,19967,12/06/2016,Routine,"4-501_114 Chem_San_, Temp_/pH/Concentr_/Hard P",Violation - Corrected on Site,5-205_15 System Maintained/Repair P (a),Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,"38069 TOWN CTR DR
MILLVILLE, DE 19967
(38.545532, -75.108775)"
AMERICINN,36012 AIR PORT RD,REHOBOTH BEACH,19971,12/22/2016,Routine,"7-208_11 First Aid Supplies, Storage P (b) Pf (a)",Violation,2-201_11 Responsibility of Person in Charge P,Violation,,,,,,,,,,,,,,,,,,,,,,,"36012 AIR PORT RD
REHOBOTH BEACH, DE 19971
(38.7215, -75.122431)"
FOOD LION #2224,22954 SUSSEX HWY,SEAFORD,19973,12/27/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"22954 SUSSEX HWY
SEAFORD, DE 19973
(38.659157, -75.594276)"
MILFORD VFW BLUE HEN POST 6483,77 VETERANS CIRCLE,MILFORD,19963,12/01/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"77 VETERANS CIRCLE
MILFORD, DE 19963
(38.915723, -75.452446)"
LITTLE CAESARS,22802 SUSSEX HWY,SEAOFRD,19973,12/05/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"22802 SUSSEX HWY
SEAOFRD, DE 19973
(38.664884, -75.59358)"
YELLOFIN'S BAR & GRILL,33195 LIGHTHOUSE RD UTS 1 & 2,SELBYVILLE,19975,12/01/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"33195 LIGHTHOUSE RD UTS 1 &amp; 2
SELBYVILLE, DE 19975
(38.46006, -75.134188)"
RUBY TUESDAY RESTAURANT,19340 Light House Plaza Blvd,REHOBOTH BEACH,19971,12/07/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"19340 Light House Plaza Blvd
REHOBOTH BEACH, DE 19971
(38.72095, -75.118558)"
SLAUGHTER NECK UMC,23221 ARGOS CORNER ROAD,MILFORD,19963,12/01/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"23221 ARGOS CORNER ROAD
MILFORD, DE 19963
(38.868484, -75.339964)"
PIE FIVE PIZZA CO,1211 N DUPONT HWY,DOVER,19901,12/14/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1211 N DUPONT HWY
DOVER, DE 19901
(39.188648, -75.539643)"
MOST WORSHIPFUL PRIDE HALL GRAND LODGE,1412 W. COLLEGE RD.,DOVER,19904,12/16/2016,Routine,"4-501_114 Chem_San_, Temp_/pH/Concentr_/Hard P",Violation,"4-501_111 Warewashing, San_ Water Temp P",Violation,2-201_11 Responsibility of Person in Charge P,Violation,,,,,,,,,,,,,,,,,,,,,"1412 W. COLLEGE RD.
DOVER, DE 19904
(39.170173, -75.559611)"
CATTS BCH SERV WAREHOUSE,20313 Bay Vista Rd.,REHOBOTH BEACH,19971,12/15/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"20313 Bay Vista Rd.
REHOBOTH BEACH, DE 19971
(38.708223, -75.097526)"
THE PIG & PUBLICAN,516 SAVANNAH RD,LEWES,19958,12/21/2016,Pre-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,"516 SAVANNAH RD
LEWES, DE 19958
(38.77648, -75.136873)"
TWININGS LOBSTER SAHNTY,37310 LIGHTHOUSE RD,SELBYVILLE,19975,12/16/2016,Routine,4-502_11 Good Repair and Calibration Pf (b),Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"37310 LIGHTHOUSE RD
SELBYVILLE, DE 19975
(38.461278, -75.078408)"
Uncle Sam's Market,50 W. Birdie Lane,Magnolia,19962,12/06/2016,Routine,3-404_11 Treating Juice P (a) Pf (b),Violation - Corrected on Site,4-703_11 Methods-Hot Water and Chemical P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,"50 W. Birdie Lane
Magnolia, DE 19962
(39.083069, -75.487262)"
MARIACHI RESTAURANT,14 WILMINGTON AVE.,REHOBOTH BEACH,19971,12/20/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"14 WILMINGTON AVE.
REHOBOTH BEACH, DE 19971
(38.715605, -75.07739)"
JUST HOOKED RESTAURANT,1500 COASTAL HWY,FENWICK,19944,12/15/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1500 COASTAL HWY
FENWICK, DE 19944
(38.46481, -75.051947)"
A TOUCH OF ITALY SALUMERA & PASTICERRIA,101 2ND ST,LEWES,19958,12/15/2016,Routine,7-203_11 Poisonous/Toxic Material Containers P,Violation,3-801_11 Special Requirements P,Violation,"6-501_15 Clean Maint Tools, Prev Contam Pf",Violation,,,,,,,,,,,,,,,,,,,,,"101 2ND ST
LEWES, DE 19958
(38.774858, -75.138582)"
CHINATOWN BUFFET,1071 N. DUPONT HWY.,DOVER,19901,12/20/2016,Other,3-501_19 Time as a Public Health Control P Pf,Violation,2-201_11 Responsibility of Person in Charge P,Violation,6-501_111 Controlling Pests Pf ( C),Violation,3-301_12 Contamination When Tasting P,Violation,,,,,,,,,,,,,,,,,,,"1071 N. DUPONT HWY.
DOVER, DE 19901
(39.185559, -75.535302)"
REDNER'S WAREHOUSE MARKETS,2500 SOUTH DUPONT HIGHWAY,CAMDEN,19934,12/20/2016,Routine,6-501_111 Controlling Pests Pf ( C),Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"2500 SOUTH DUPONT HIGHWAY
CAMDEN, DE 19934
(39.114037, -75.537122)"
DEWEY BEER COMPANY,2100 COASTAL HWY,DEWEY BEACH,19971,12/22/2016,Routine,5-205_15 System Maintained/Repair P (a),Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"2100 COASTAL HWY
DEWEY BEACH, DE 19971
(38.696069, -75.075207)"
SALTY WAVE SEAFOOD,101 CLARK ST.,HARRINGTON,19952,12/14/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"101 CLARK ST.
HARRINGTON, DE 19952
(38.923722, -75.568704)"
El PIPIL RESTAURANT,720 D TOWNSEND BLVD,DOVER,19901,12/06/2016,Routine,2-201_11 Responsibility of Person in Charge P,Violation,"4-501_114 Chem_San_, Temp_/pH/Concentr_/Hard P",Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,"720 D TOWNSEND BLVD
DOVER, DE 19901
(39.17493, -75.521673)"
OUTBACK STEAKHOUSE,19917 SEA BLOSSOM BLVD,REHOBOTH,19971,12/09/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"19917 SEA BLOSSOM BLVD
REHOBOTH, DE 19971
(38.716411, -75.107861)"
LIFEWAY CHURCH OF GOD,7046 SEASHORE HWY,BRIDGEVILLE,19933,12/06/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"7046 SEASHORE HWY
BRIDGEVILLE, DE 19933
(38.7499, -75.620283)"
LEWES PRESBYTERIAN CHURCH,"133 KINGS HWY., POB 612",LEWES,19958,12/06/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"133 KINGS HWY., POB 612
LEWES, DE 19958
(38.772964, -75.139081)"
MORNING BUNS BAKE SHOP,68 ATLANTIC AVE,OCEAN VIEW,19970,12/07/2016,Pre-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,"68 ATLANTIC AVE
OCEAN VIEW, DE 19970
(38.544569, -75.092513)"
CAPRIOTTI'S SANDWICH SHOP,130 GATEWAY SOUTH BLVD.,DOVER,19901,12/28/2016,Complaint,,,,,,,,,,,,,,,,,,,,,,,,,,,"130 GATEWAY SOUTH BLVD.
DOVER, DE 19901
(39.124905, -75.497881)"
El PIPIL RESTAURANT,720 D TOWNSEND BLVD,DOVER,19901,12/15/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"720 D TOWNSEND BLVD
DOVER, DE 19901
(39.17493, -75.521673)"
DOVER DOWNS DOC MAGROGAN'S OYSTER HOUSE,1131 N. DUPONT HWY.,DOVER,19901,12/06/2016,Routine,3-501_19 Time as a Public Health Control P Pf,Violation - Corrected on Site,4-703_11 Methods-Hot Water and Chemical P,Violation - Corrected on Site,4-703_11 Methods-Hot Water and Chemical P,Violation - Corrected on Site,"4-603_17 Returnables, Cleaning for Refilling P (a)",Violation,,,,,,,,,,,,,,,,,,,"1131 N. DUPONT HWY.
DOVER, DE 19901
(39.186702, -75.536934)"
THE DEN,7 CLUBHOUSE DRIVE,OCEAN VIEW,19970,12/28/2016,Routine,5-205_15 System Maintained/Repair P (a),Violation - Corrected on Site,"6-501_15 Clean Maint Tools, Prev Contam Pf",Violation - Corrected on Site,3-501_19 Time as a Public Health Control P Pf,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,"7 CLUBHOUSE DRIVE
OCEAN VIEW, DE 19970
(38.536544, -75.107555)"
LA DELICIA,585 FOREST AVE.,DOVER,19904,12/09/2016,Routine,"4-501_114 Chem_San_, Temp_/pH/Concentr_/Hard P",Violation,2-201_11 Responsibility of Person in Charge P,Violation,5-304_11 Flushing and Disinfecting System P,Violation,"6-501_15 Clean Maint Tools, Prev Contam Pf",Violation,,,,,,,,,,,,,,,,,,,"585 FOREST AVE.
DOVER, DE 19904
(39.157544, -75.531737)"
BILLY'S SUB SHOP,38015 FENWICK SHOALS BLVD,SELBYVILLE,19975,12/13/2016,Routine,3-502_11 Variance Requirement Pf,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"38015 FENWICK SHOALS BLVD
SELBYVILLE, DE 19975
(38.466583, -75.088375)"
THE SALTED RIM,27 ATLANTIC AVE,OCEAN VIEW,19970,12/29/2016,Routine,4-703_11 Methods-Hot Water and Chemical P,Violation - Corrected on Site,3-501_19 Time as a Public Health Control P Pf,Violation - Corrected on Site,3-502_11 Variance Requirement Pf,Violation - Corrected on Site,"3-302_13 Pasteurized Eggs, Certain Recipes P",Violation - Corrected on Site,3-301_12 Contamination When Tasting P,Violation - Corrected on Site,8-201_14 Contents of a HACCP Plan Pf,Violation - Corrected on Site,,,,,,,,,,,,,,,"27 ATLANTIC AVE
OCEAN VIEW, DE 19970
(38.543335, -75.085952)"
JAM BISTRO,21 BALTIMORE AVE,REHOBOTH,19971,12/16/2016,Routine,3-501_19 Time as a Public Health Control P Pf,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"21 BALTIMORE AVE
REHOBOTH, DE 19971
(38.717355, -75.078404)"
MILLVILLE VFC,35554 ATLANTIC AVE,MILLVILLE,19970,12/29/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"35554 ATLANTIC AVE
MILLVILLE, DE 19970
(38.547469, -75.110779)"
JAKE'S SEAFOOD HOUSE,19178 Coastal Hwy,REHOBOTH BEACH,19971,12/21/2016,Routine,"3-302_13 Pasteurized Eggs, Certain Recipes P",Violation - Corrected on Site,4-703_11 Methods-Hot Water and Chemical P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,"19178 Coastal Hwy
REHOBOTH BEACH, DE 19971
(38.726156, -75.126901)"
GULF GAS STATION CONVENIENCE STORE,4 E. CAMDEN WYOMING AVE,DOVER,19934,12/28/2016,Pre-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,"4 E. CAMDEN WYOMING AVE
DOVER, DE 19934
(39.117723, -75.516984)"
ROMANO'S PIZZA AND RESTAURANT,768 WALKER ROAD,DOVER,19904,12/19/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"768 WALKER ROAD
DOVER, DE 19904
(39.17058, -75.541282)"
RED LOBSTER #552,271 N DUPONT HWY,DOVER,19901,12/09/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"271 N DUPONT HWY
DOVER, DE 19901
(39.170937, -75.51881)"
SUBWAY,283 A N. DUPONT HWY.,DOVER,19901,12/07/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"283 A N. DUPONT HWY.
DOVER, DE 19901
(39.170813, -75.518676)"
NECTAR,115 A SECOND ST,LEWES,19958,12/07/2016,Routine,3-501_19 Time as a Public Health Control P Pf,Violation - Corrected on Site,5-205_15 System Maintained/Repair P (a),Violation - Corrected on Site,4-703_11 Methods-Hot Water and Chemical P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,"115 A SECOND ST
LEWES, DE 19958
(38.775158, -75.13924)"
ORTIZ BAKLERY,25 GEORGETOWN PALZA,GEORGETOWN,19947,12/06/2016,Routine,"6-501_15 Clean Maint Tools, Prev Contam Pf",Violation - Corrected on Site,6-501_111 Controlling Pests Pf ( C),Violation - Corrected on Site,7-202_12 Conditions of Use P (a-b) Pf ( c),Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,"25 GEORGETOWN PALZA
GEORGETOWN, DE 19947
(38.680016, -75.396192)"
THE STORE IN GUMBORO,37100 MILLSBORO HWY,MILLSBORO,19966,12/19/2016,Routine,"5-202_14 Backflow Prevention Device, Design P",Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"37100 MILLSBORO HWY
MILLSBORO, DE 19966
(38.476625, -75.366777)"
DOWNTOWN JUNCTION,3 COMMERCE ST.,HARRINGTON,19952,12/12/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"3 COMMERCE ST.
HARRINGTON, DE 19952
(38.923824, -75.578004)"
YUKON KOREAN BBQ AND SUSHI BAR,865 N. DUPONT HWY.,DOVER,19901,12/21/2016,Routine,3-306_11 Food Display P,Violation,4-703_11 Methods-Hot Water and Chemical P,Violation,5-104_12 Alternative Water Supply Pf,Violation,5-205_15 System Maintained/Repair P (a),Violation,4-703_11 Methods-Hot Water and Chemical P,Violation,3-501_19 Time as a Public Health Control P Pf,Violation,2-201_11 Responsibility of Person in Charge P,Violation,3-603_11 Consumption of Raw Animal Foods Pf,Violation,4-502_11 Good Repair and Calibration Pf (b),Violation,3-304_11 Food Contact with Soiled Items P,Violation,"3-302_13 Pasteurized Eggs, Certain Recipes P",Violation,2-201_12 Exclusions and Restrictions P,Violation,,,"865 N. DUPONT HWY.
DOVER, DE 19901
(39.182307, -75.530839)"
AMERICINN,36012 AIR PORT RD,REHOBOTH BEACH,19971,12/29/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"36012 AIR PORT RD
REHOBOTH BEACH, DE 19971
(38.7215, -75.122431)"
La Botana Mexican Snacks,Rt 13 Market,Laurel,19956,01/06/2017,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rt 13 Market
Laurel, DE 19956
"
EL COQUI MARKET AND RESTAURANT,7821 BAY ROAD,FREDERICA,19946,12/01/2016,Routine,2-201_11 Responsibility of Person in Charge P,Violation - Corrected on Site,4-501_110 Warewasher Wash Sol Temp Pf,Violation,4-302_14 Sanitizing Solution Testing Devices Pf,Violation,,,,,,,,,,,,,,,,,,,,,"7821 BAY ROAD
FREDERICA, DE 19946
(39.045199, -75.457661)"
ARBYS,1200 FORREST AVE.,DOVER,19901,12/23/2016,Complaint,,,,,,,,,,,,,,,,,,,,,,,,,,,"1200 FORREST AVE.
DOVER, DE 19901
(39.158862, -75.550631)"
TASTE OF SOUTH PHILLY,37031 OLD MILL BRIDGE RD,"SELBYVILLE,",19975,12/13/2016,Routine,6-501_111 Controlling Pests Pf ( C),Violation - Corrected on Site,5-205_15 System Maintained/Repair P (a),Violation - Corrected on Site,4-703_11 Methods-Hot Water and Chemical P,Violation - Corrected on Site,3-502_11 Variance Requirement Pf,Violation,7-203_11 Poisonous/Toxic Material Containers P,Violation,4-502_11 Good Repair and Calibration Pf (b),Violation - Corrected on Site,,,,,,,,,,,,,,,"37031 OLD MILL BRIDGE RD
SELBYVILLE,, DE 19975
(38.472434, -75.114651)"
CASA DILEO,"721 REHOBOTH AVE., SUITE 2",REHOBOTH BEACH,19971,12/09/2016,Routine,"3-302_13 Pasteurized Eggs, Certain Recipes P",Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"721 REHOBOTH AVE., SUITE 2
REHOBOTH BEACH, DE 19971
(38.712679, -75.100575)"
SUGAR BEET MARKET,201 WATERSIDE DR,BRIDGEVILLE,19933,12/15/2016,Routine,3-502_11 Variance Requirement Pf,Violation - Corrected on Site,"6-501_15 Clean Maint Tools, Prev Contam Pf",Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,"201 WATERSIDE DR
BRIDGEVILLE, DE 19933
(38.986653, -75.51168)"
DELI ON THE ROAD,31709 SYCAMORE COURT,LEWES,19958,12/15/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"31709 SYCAMORE COURT
LEWES, DE 19958
(38.744096, -75.197691)"
LEIPSIC VFC,318 MAIN ST,LEIPSIC,19901,12/27/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"318 MAIN ST
LEIPSIC, DE 19901
(39.164936, -75.447516)"
POWERHOUSE GYM,620 STEIN HWY,SEAFORD,19973,12/07/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"620 STEIN HWY
SEAFORD, DE 19973
(38.646043, -75.626201)"
"Mission BBQ, LLC",365 N. DuPont Hwy.,Dover,19901,12/01/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"365 N. DuPont Hwy.
Dover, DE 19901
(39.172062, -75.520006)"
LA FLOIR TAQUERIA,851 NORMAN ESKRIDGE HWY,SEAFORD,19973,12/28/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"851 NORMAN ESKRIDGE HWY
SEAFORD, DE 19973
(38.650197, -75.60193)"
MILTONIAN PIZZERIA INC.,618 MULBERRY ST,MILTON,19968,12/12/2016,Routine,3-501_19 Time as a Public Health Control P Pf,Violation - Corrected on Site,4-703_11 Methods-Hot Water and Chemical P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,"618 MULBERRY ST
MILTON, DE 19968
(38.7863, -75.318017)"
